	AI_Prov_Name	File_Date	File_Count	Group_Count	Ethnicity	IEP	LEP	Gender	Ven_Stud_ID	Grade	Stud_Test_ID	Score_Flag	Item_ID	Item_Response	Final_Score	Data_Point	Read1_Date	Read1_ID	Read1_Score	Read1_Cond	Read2_Date	Read2_ID	Read2_Score	Read2_Cond	Read3_Date	Read3_ID	Read3_Score	Read3_Cond	Read5_Date	Read5_ID	Read5_Score	Read5_Cond	Alert_Code	Alert_ReaderID
0	AI-XC	20131119122054	1000	1000	W			F	699263	5	10592804	Y	53299	It would be greater because if you put a six where the question mark is, it would be greater than 6.059																				
1	AI-XC	20131119122054	1000	1000	I	N	N	M	699312	5	10592810	Y	53299	6.059 < 6.060, because 0.060 is bigger than 0.059																				
2	AI-XC	20131119122054	1000	1000	W	N	N	F	699373	5	10592816	Y	53299	The answer on the left has to be bigger than the one on the right because the sign means that the number has to be bigger than the one that is already writen down.																				
3	AI-XC	20131119122054	1000	1000	W	Y	N	F	699749	5	10592862	Y	53299	because it has the rounding sign that means it is lessthan the # next to it !																				
4	AI-XC	20131119122054	1000	1000	W	N	N	F	699802	5	10592865	Y	53299	I need to know with what number in the 10's spot 6.059 is less than the other number. So I found a number that is larger then 5, and I used eight. So I put the eight  in the tens spot.																				
5	AI-XC	20131119122054	1000	1000	W	N	N	M	700700	5	10592871	Y	53299	60 is bigger than 59 and the number to the right is supposed to be bigger																				
6	AI-XC	20131119122054	1000	1000	H	N	Y	M	700768	5	10592878	Y	53299	its 9 because 9 is greater than 5																				
7	AI-XC	20131119122054	1000	1000	H	N	Y	F	700769	5	10592926	Y	53299	I put 60 because 60 is bigger than 59 so I have decided to do it like it said to do in the comparison. Because 60 is always going to be bigger than 59 that is why I put 60 I would have put another number I could have but I decided to put 60 instead. I could have some numbers like even more than 80 70 or 80 or some numbers bigger than 50 but adding by 10's that is how i got 60.																				
8	AI-XC	20131119122054	1000	1000	H	N	Y	M	700812	5	10592930	Y	53299	You have to put a number that is larger than 59 for it to be true.																				
9	AI-XC	20131119122054	1000	1000	NR			M	700854	5	10592936	Y	53299	6.059 and 6.0?0 i think that the magic number should be 6 becouse 6.059 is less then 6.060 and it says that 6.0?0 is greater that 6.059 so i thought that the missing number would be 6.																				
10	AI-XC	20131119122054	1000	1000	H	N	N	F	700855	5	10593021	Y	53299	if it is a 6 in the hundredths place it will be greater and the comparison will be right																				
11	AI-XC	20131119122054	1000	1000	W			M	700888	5	10593023	Y	53299	Because if it was sixty thousanths it would be exacly one more than fifty nine thousanths.																				
12	AI-XC	20131119122054	1000	1000	H	N	N	F	701142	5	10593027	Y	53299	I picked the number seven because, 70 thousanths is bigger than 59 thousanths.																				
13	AI-XC	20131119122054	1000	1000	W	N	N	F	701181	5	10593031	Y	53299	Because 59 is smaller than 60, so the decimal will be bigger.																				
14	AI-XC	20131119122054	1000	1000	H	N	N	F	701248	5	10593037	Y	53299	you half to find the missing digit																				
15	AI-XC	20131119122054	1000	1000	H	N	Y	F	701304	5	10593081	Y	53299	6.059 is bigger  then 6.000																				
16	AI-XC	20131119122054	1000	1000	H	N	Y	M	701311	5	10593083	Y	53299	6.0?0 is grater than 6.059 because six hundred has a secret number																				
17	AI-XC	20131119122054	1000	1000	H			M	701313	5	10593086	Y	53299	I saw I needed to get 6.0?0 greater then 6.059.I could only change one number wich was the hundreths.I could change the ? to 6,7,8 or 9 but I chose 6.																				
18	AI-XC	20131119122054	1000	1000	NR			F	701382	5	10593091	Y	53299	It could be one digit higer if you want it to. But this is my theri it is one digit higher and the aligator would rath have a bigger lunch than a smaller lunch.																				
19	AI-XC	20131119122054	1000	1000	H	N	N	M	701440	5	10593096	Y	53299	you have to divid to get the missing number																				
20	AI-XC	20131119122054	1000	1000	W	N		F	701524	5	10593147	Y	53299	I got 6 as the digit that would completly fill in the comparison. I got this because it shows 6.059 and then it shows this symbol < and that means that the other number has to be bigger then the other. So it showed me this 6.0?0 and I put a 6 because it is one hundreth bigger then 6.059. Which gives me 6.060 as my answer.																				
21	AI-XC	20131119122054	1000	1000	W	N	N	F	701549	5	10593152	Y	53299	I put six decimal point zero sixty becouse the comperson sign is showing that six decimal point zero question mark zero has to be bigger than six decimal point zero fifty-nine																				
